Date,Adj Close
2023-08-21,248.89999389648438
2023-08-22,236.4499969482422
2023-08-23,224.64999389648438
2023-08-24,213.4499969482422
2023-08-25,214.5
2023-08-28,211.14999389648438
2023-08-29,220.25
