Date,Close
2022-01-03,667.0499877929688
2022-01-04,670.4000244140625
2022-01-05,694.5
2022-01-06,673.9500122070312
2022-01-07,672.8499755859375
2022-01-10,672.0999755859375
2022-01-11,645.7000122070312
2022-01-12,657.0499877929688
2022-01-13,687.8499755859375
2022-01-14,682.7000122070312
2022-01-17,699.4000244140625
2022-01-18,680.2000122070312
2022-01-19,674.6500244140625
2022-01-20,682.5
2022-01-21,666.25
2022-01-24,621.7999877929688
2022-01-25,631.1500244140625
2022-01-27,626.0999755859375
2022-01-28,628.0499877929688
2022-01-31,628.9500122070312
2022-02-01,654.2999877929688
2022-02-02,659.8499755859375
2022-02-03,653.1500244140625
2022-02-04,657.3499755859375
2022-02-07,651.1500244140625
2022-02-08,660.0999755859375
2022-02-09,663.0499877929688
2022-02-10,672.5499877929688
2022-02-11,671.4000244140625
2022-02-14,626.5499877929688
2022-02-15,640.6500244140625
2022-02-16,638.0
2022-02-17,638.2000122070312
2022-02-18,632.8499755859375
2022-02-21,623.0999755859375
2022-02-22,622.0
2022-02-23,614.7000122070312
2022-02-24,569.3499755859375
2022-02-25,598.5999755859375
2022-02-28,627.4500122070312
2022-03-02,644.5999755859375
2022-03-03,654.7000122070312
2022-03-04,631.9500122070312
2022-03-07,637.1500244140625
2022-03-08,629.8499755859375
2022-03-09,627.1500244140625
2022-03-10,650.75
2022-03-11,669.75
2022-03-14,664.8499755859375
2022-03-15,641.1500244140625
2022-03-16,655.25
2022-03-17,685.0999755859375
2022-03-21,681.2999877929688
2022-03-22,696.5
2022-03-23,704.4000244140625
2022-03-24,715.0999755859375
2022-03-25,721.3499755859375
2022-03-28,730.0999755859375
2022-03-29,753.9000244140625
2022-03-30,717.5499877929688
2022-03-31,732.6500244140625
2022-04-01,732.2000122070312
2022-04-04,732.7000122070312
2022-04-05,733.4500122070312
2022-04-06,737.4000244140625
2022-04-07,728.0499877929688
2022-04-08,756.5999755859375
2022-04-11,767.4000244140625
2022-04-12,755.9000244140625
2022-04-13,766.3499755859375
2022-04-18,767.8499755859375
2022-04-19,746.4000244140625
2022-04-20,738.8499755859375
2022-04-21,734.2000122070312
2022-04-22,723.4000244140625
2022-04-25,715.7000122070312
2022-04-26,721.2000122070312
2022-04-27,720.5999755859375
2022-04-28,729.0999755859375
2022-04-29,727.1500244140625
2022-05-02,731.9500122070312
2022-05-04,711.5499877929688
2022-05-05,707.75
2022-05-06,690.4000244140625
2022-05-09,678.3499755859375
2022-05-10,645.2999877929688
2022-05-11,648.9500122070312
2022-05-12,624.7999877929688
2022-05-13,600.4500122070312
2022-05-16,602.2999877929688
2022-05-17,641.8499755859375
2022-05-18,631.0499877929688
2022-05-19,600.2000122070312
2022-05-20,631.0999755859375
2022-05-23,547.5499877929688
2022-05-24,539.7000122070312
2022-05-25,528.4500122070312
2022-05-26,551.7000122070312
2022-05-27,548.4000244140625
2022-05-30,538.8499755859375
2022-05-31,551.25
2022-06-01,569.5
2022-06-02,573.4000244140625
2022-06-03,562.4500122070312
2022-06-06,579.0
2022-06-07,572.0999755859375
2022-06-08,576.1500244140625
2022-06-09,572.2000122070312
2022-06-10,572.5
2022-06-13,564.0
2022-06-14,561.9000244140625
2022-06-15,563.0
2022-06-16,545.8499755859375
2022-06-17,554.5999755859375
2022-06-20,550.3499755859375
2022-06-21,576.2000122070312
2022-06-22,550.4000244140625
2022-06-23,558.9500122070312
2022-06-24,567.7999877929688
2022-06-27,571.6500244140625
2022-06-28,578.4000244140625
2022-06-29,576.0499877929688
2022-06-30,564.5
2022-07-01,578.8499755859375
2022-07-04,551.5
2022-07-05,552.6500244140625
2022-07-06,554.5499877929688
2022-07-07,574.5999755859375
2022-07-08,566.2000122070312
2022-07-11,577.2999877929688
2022-07-12,574.4500122070312
2022-07-13,588.5999755859375
2022-07-14,584.0
2022-07-15,576.4000244140625
2022-07-18,585.9500122070312
2022-07-19,584.8499755859375
2022-07-20,590.3499755859375
2022-07-21,587.5499877929688
2022-07-22,582.4500122070312
2022-07-25,585.5
2022-07-26,597.75
2022-07-27,602.7000122070312
2022-07-28,616.7000122070312
2022-07-29,629.5999755859375
2022-08-01,639.2000122070312
2022-08-02,648.7000122070312
2022-08-03,652.7999877929688
2022-08-04,664.3499755859375
2022-08-05,667.1500244140625
2022-08-08,669.2000122070312
2022-08-10,670.0999755859375
2022-08-11,673.5999755859375
2022-08-12,678.2000122070312
2022-08-16,673.8499755859375
2022-08-17,672.5999755859375
2022-08-18,673.4000244140625
2022-08-19,664.5499877929688
2022-08-22,642.9500122070312
2022-08-23,652.8499755859375
2022-08-24,651.5
2022-08-25,648.7000122070312
2022-08-26,667.0
2022-08-29,649.5999755859375
2022-08-30,666.9000244140625
2022-09-01,661.5999755859375
2022-09-02,661.4000244140625
2022-09-05,681.9500122070312
2022-09-06,684.5499877929688
2022-09-07,684.5999755859375
2022-09-08,685.3499755859375
2022-09-09,686.9500122070312
2022-09-12,686.5499877929688
2022-09-13,691.0499877929688
2022-09-14,692.8499755859375
2022-09-15,689.6500244140625
2022-09-16,685.8499755859375
2022-09-19,679.9500122070312
2022-09-20,689.0
2022-09-21,684.8499755859375
2022-09-22,679.3499755859375
2022-09-23,669.0
2022-09-26,646.1500244140625
2022-09-27,637.0
