Date,Close
2022-01-03,2718.800048828125
2022-01-04,2705.0
2022-01-05,2778.60009765625
2022-01-06,2817.14990234375
2022-01-07,2824.39990234375
2022-01-10,2815.5
2022-01-11,2794.35009765625
2022-01-12,2815.89990234375
2022-01-13,2832.699951171875
2022-01-14,2819.699951171875
2022-01-17,2844.300048828125
2022-01-18,2736.25
2022-01-19,2718.699951171875
2022-01-20,2733.800048828125
2022-01-21,2711.10009765625
2022-01-24,2656.39990234375
2022-01-25,2692.0
2022-01-27,2643.85009765625
2022-01-28,2610.949951171875
2022-01-31,2645.5
2022-02-01,2622.199951171875
2022-02-02,2669.75
2022-02-03,2670.85009765625
2022-02-04,2631.39990234375
2022-02-07,2601.35009765625
2022-02-08,2589.14990234375
2022-02-09,2625.64990234375
2022-02-10,2640.35009765625
2022-02-11,2598.14990234375
2022-02-14,2570.800048828125
2022-02-15,2724.0
2022-02-16,2706.449951171875
2022-02-17,2722.75
2022-02-18,2699.25
2022-02-21,2699.0
2022-02-22,2725.5
2022-02-23,2706.64990234375
2022-02-24,2617.14990234375
2022-02-25,2628.39990234375
2022-02-28,2589.800048828125
2022-03-02,2508.10009765625
2022-03-03,2409.5
2022-03-04,2339.25
2022-03-07,2259.64990234375
2022-03-08,2256.050048828125
2022-03-09,2293.050048828125
2022-03-10,2303.0
2022-03-11,2290.75
2022-03-14,2313.550048828125
2022-03-15,2305.25
2022-03-16,2357.89990234375
2022-03-17,2436.949951171875
2022-03-21,2378.75
2022-03-22,2380.39990234375
2022-03-23,2394.10009765625
2022-03-24,2369.64990234375
2022-03-25,2336.85009765625
2022-03-28,2380.0
2022-03-29,2480.5
2022-03-30,2486.550048828125
2022-03-31,2457.14990234375
2022-04-01,2481.199951171875
2022-04-04,2508.949951171875
2022-04-05,2543.449951171875
2022-04-06,2530.699951171875
2022-04-07,2538.39990234375
2022-04-08,2555.199951171875
2022-04-11,2545.60009765625
2022-04-12,2521.800048828125
2022-04-13,2491.449951171875
2022-04-18,2511.0
2022-04-19,2454.85009765625
2022-04-20,2536.800048828125
2022-04-21,2651.5
2022-04-22,2631.5
2022-04-25,2594.14990234375
2022-04-26,2649.300048828125
2022-04-27,2655.449951171875
2022-04-28,2679.949951171875
2022-04-29,2630.35009765625
2022-05-02,2552.5
2022-05-04,2483.199951171875
2022-05-05,2433.550048828125
2022-05-06,2362.449951171875
2022-05-09,2344.300048828125
2022-05-10,2415.550048828125
2022-05-11,2389.14990234375
2022-05-12,2384.64990234375
2022-05-13,2432.64990234375
2022-05-16,2617.949951171875
2022-05-17,2706.699951171875
2022-05-18,2696.0
